BVF.DL,musp.DL,B.DL,Mel.DL,O2.DL,BVF.true,musp.true,B.true,Mel.true,O2.true
2.5139,8.728163239,2.4072,0.41765,68.642,2.3333,10,2.3667,0.44444,68.889
3.7029,17.44289887,2.1487,1.3449,90.026,3.6667,16.667,2.2333,1.3333,86.667
4.7183,18.36629199,2.011,1.6948,100.58,5,18.889,2.1,1.7778,100
4.6922,18.57785686,1.2645,0.20789,81.997,4.5556,18.889,1.3,0.22222,82.222
1.5378,27.23990814,1.5133,0.44178,63.789,1.4444,27.778,1.4333,0.44444,64.444
1.4172,27.48380241,1.8176,0.020803,67.849,1.4444,27.778,2.2333,0,68.889
0.95084,24.61648468,1.9971,0.83251,91.561,1,25.556,2.2333,0.88889,91.111
3.798,16.02459496,1.276,0.85334,74.075,3.6667,16.667,1.3,0.88889,73.333
0.86605,11.83053072,1.7872,1.7933,76.159,1,12.222,1.8333,1.7778,68.889
0.98798,20.93786629,1.8945,1.9071,78.659,1,21.111,1.9667,2,77.778
4.3249,24.26962784,1.7417,1.045,81.445,4.5556,25.556,1.8333,1.1111,77.778
2.8841,12.19311713,1.5751,0.91614,67.635,2.7778,12.222,1.4333,0.88889,73.333
3.9954,25.16484303,2.3031,1.9956,89.861,4.1111,25.556,2.2333,2,91.111
4.5056,14.43188182,1.7975,0.019296,59.493,4.1111,14.444,1.3,0,60
2.9041,9.896584941,1.9582,0.92519,67.873,2.7778,10,1.7,0.88889,68.889
1.4792,26.05453995,1.726,0.45048,86.008,1.4444,25.556,1.5667,0.44444,86.667
4.8893,26.78726474,2.1254,0.6864,98.589,5,27.778,2.1,0.66667,100
3.1998,18.5145108,2.1755,0.43642,57.19,3.2222,18.889,2.2333,0.44444,60
2.6652,23.44539415,1.8373,0.0057356,91.622,2.7778,23.333,1.9667,0,91.111
1.9072,30.10589018,2.0171,-0.0036817,71.39,1.8889,30,2.2333,0,68.889
0.70616,13.85315847,2.0359,1.0678,89.002,1,14.444,2.1,1.1111,86.667
2.3837,13.5775467,2.6278,1.0118,84.33,1.8889,10,1.9667,0.66667,95.556
1.7918,18.04925768,1.9926,0.64015,65.597,1.8889,18.889,2.2333,0.66667,68.889
4.9374,10.44340407,1.9052,0.71807,78.059,4.5556,10,1.8333,0.66667,86.667
1.3541,29.22178924,2.3313,1.3209,97.393,1,30,2.3667,1.3333,100
3.5337,16.05331827,1.6341,0.75436,56.536,3.2222,14.444,1.4333,0.66667,64.444
2.5907,15.98001217,2.0563,0.59184,62.513,2.7778,16.667,2.3667,0.66667,64.444
0.82923,23.50738581,1.9356,0.79905,85.787,1,25.556,2.5,0.88889,82.222
1.5505,16.24631043,2.1299,1.7277,87.94,1.4444,14.444,1.9667,1.5556,91.111
4.7098,28.46834079,1.7287,1.5139,93.302,5,30,1.7,1.5556,95.556
4.3853,29.30043032,1.8391,0.4467,63.921,4.5556,30,1.8333,0.44444,64.444
3.8579,27.74568974,1.5789,0.69683,88.746,3.6667,25.556,1.4333,0.66667,91.111
4.4903,24.14410239,1.957,1.34,95.845,4.5556,23.333,1.9667,1.3333,95.556
4.5527,24.0982632,1.4844,0.87838,93.072,4.5556,23.333,1.4333,0.88889,95.556
2.4054,11.78190143,2.2712,1.8315,78.007,2.3333,12.222,2.5,2,77.778
0.81348,9.166391771,2.381,1.1249,87.998,1,10,2.2333,1.1111,86.667
1.5837,24.44130694,2.0686,-0.0057711,102.11,1.4444,23.333,1.4333,0,100
4.3545,8.753755962,2.2235,1.0347,92.845,4.5556,10,2.3667,1.1111,91.111
1.9296,29.16056923,1.9501,0.40704,62.392,1.8889,30,2.3667,0.44444,60
2.7682,11.69017775,2.02,1.8187,68.469,2.7778,12.222,2.2333,2,60
1.301,27.70527349,1.4137,0.91217,67.605,1.4444,27.778,1.4333,0.88889,64.444
0.92093,25.22301579,1.9307,0.23285,90.037,1,25.556,2.3667,0.22222,91.111
3.9529,29.27519032,1.9398,0.43426,77.544,4.1111,30,2.1,0.44444,77.778
4.857,29.1034797,2.5012,0.47538,97.544,5,30,2.5,0.44444,100
2.9282,27.00667327,1.7767,0.95102,90.744,2.7778,23.333,1.5667,0.88889,95.556
2.7472,27.96763003,2.3332,0.46082,95.144,2.7778,27.778,2.3667,0.44444,95.556
2.7632,11.56756098,2.3523,1.6785,88.139,2.7778,12.222,2.5,1.7778,86.667
1.132,16.33232514,2.3253,1.9527,91.034,1,16.667,2.3667,2,95.556
1.1202,27.35369587,2.156,1.6376,78.503,1,30,2.3667,1.7778,68.889
1.8596,23.60023439,2.2293,0.89079,88.217,1.4444,16.667,1.4333,0.66667,100
1.4598,22.09656211,1.8697,1.3857,80.625,1.4444,21.111,1.8333,1.3333,82.222
3.2942,19.56607618,1.7352,0.050949,96.574,3.2222,18.889,1.5667,0,95.556
4.5505,27.96009114,2.0314,-0.00489,83.089,4.5556,27.778,2.2333,0,82.222
1.4879,28.52144481,1.7071,1.2313,87.853,1.4444,25.556,1.3,1.1111,95.556
3.4712,26.37031562,1.864,1.9405,65.67,3.6667,27.778,1.9667,2,64.444
1.1679,21.03528871,1.7779,0.81065,67.402,1.4444,23.333,2.2333,0.88889,60
1.3862,27.56197134,1.7549,0.0086832,80.338,1.4444,27.778,2.2333,0,82.222
2.354,9.389415379,1.9233,1.2049,80.975,2.3333,10,1.7,1.1111,82.222
2.9638,13.27576495,2.0723,0.68372,59.818,2.3333,10,1.4333,0.44444,73.333
4.1474,16.06126307,1.7305,1.0347,90.216,4.1111,16.667,1.8333,1.1111,86.667
0.98197,26.79536477,1.6189,1.4365,68.874,1,25.556,1.4333,1.3333,68.889
3.3388,11.79995101,1.683,1.7183,72.419,3.2222,12.222,1.7,1.7778,68.889
0.92547,25.52920259,1.8832,0.96805,78.875,1,30,2.5,1.1111,64.444
3.0953,14.23015452,1.8474,0.79963,64.646,2.7778,12.222,1.5667,0.66667,77.778
4.2833,22.3249616,1.8153,0.8715,66.691,4.5556,23.333,1.8333,0.88889,60
0.60489,18.4704875,1.4999,1.1725,68.351,1,18.889,1.4333,1.1111,68.889
2.133,26.32804354,1.6525,1.4647,73.997,1.8889,23.333,1.4333,1.3333,77.778
0.99982,30.4626612,1.9682,0.22134,89.247,1,30,1.5667,0.22222,91.111
2.2735,13.79321526,2.3112,0.98298,70.833,1.8889,10,1.7,0.66667,86.667
1.8176,30.58068284,1.8435,1.7208,86.858,1.4444,27.778,1.3,1.5556,100
5.0372,24.85272487,1.3815,1.3904,70.979,5,23.333,1.3,1.3333,68.889
4.1643,10.91220559,1.9726,1.6106,81.679,4.5556,12.222,2.2333,1.7778,82.222
2.8956,22.33836034,1.6344,0.46976,64.308,2.7778,21.111,1.5667,0.44444,68.889
2.3865,23.15107217,1.8317,1.5079,72.32,2.3333,23.333,1.9667,1.5556,68.889
4.7785,12.86168474,1.9201,0.76449,78.676,5,14.444,2.1,0.88889,73.333
3.5857,26.57984333,1.6837,1.0408,91.243,3.6667,27.778,1.7,1.1111,91.111
1.8405,18.1279328,2.088,0.22798,79.974,1.8889,18.889,2.5,0.22222,82.222
1.403,9.629698111,2.3856,0.54459,100.46,1,10,2.1,0.44444,95.556
1.6605,29.52901446,1.9013,1.5728,77.716,1.4444,30,1.7,1.5556,82.222
4.7631,18.9079746,1.9268,1.498,73.859,5,18.889,2.1,1.5556,73.333
4.2243,28.2878317,2.484,2.0177,81.645,4.5556,30,2.5,2,77.778
2.3388,22.77917006,1.7624,1.4876,68.236,2.3333,23.333,1.9667,1.5556,60
4.0075,17.80093459,1.6953,0.82398,76.825,4.1111,18.889,1.8333,0.88889,73.333
3.1685,12.10805025,2.3283,1.4883,77.646,3.2222,12.222,2.5,1.5556,73.333
1.4231,18.43747957,1.9632,-0.014124,73.134,1.4444,18.889,2.3667,0,73.333
4.2047,22.24292921,2.1011,1.9015,78.06,4.5556,23.333,2.2333,2,77.778
1.4026,17.01047414,1.9886,1.2173,95.146,1.4444,16.667,1.7,1.1111,100
1.2426,27.98609366,2.2293,1.2798,88.422,1,30,2.5,1.3333,82.222
3.7837,21.94656782,2.0817,1.8149,99.498,3.6667,21.111,1.9667,1.7778,100
2.3441,18.63217688,1.3001,1.9143,63.929,2.3333,18.889,1.4333,2,60
2.4216,18.09712405,2.1252,1.6646,90.288,2.3333,16.667,2.1,1.5556,91.111
4.7729,21.61893335,1.8549,1.5499,78.754,5,21.111,1.9667,1.5556,77.778
1.1737,10.07064848,2.269,0.97923,89.948,1.4444,12.222,2.5,1.1111,82.222
4.0544,27.72524021,1.8543,0.44348,65.697,4.1111,27.778,1.8333,0.44444,64.444
1.4709,29.91083094,1.6817,1.1832,89.865,1.4444,27.778,1.3,1.1111,95.556
4.9937,9.554695828,2.2991,0.59139,66.382,5,10,2.3667,0.66667,73.333
2.546,19.49652925,1.5626,1.5089,80.417,2.3333,16.667,1.4333,1.3333,86.667
4.3783,10.32399852,1.8581,1.9901,72.748,5,10,1.8333,2,68.889
2.4726,11.65334377,1.9174,0.28087,90.491,2.3333,12.222,1.5667,0.22222,91.111
4.7654,30.43005379,2.4824,1.8973,99.618,5,30,2.2333,1.7778,100
3.0676,22.88885955,1.9886,0.83059,84.287,3.2222,23.333,2.2333,0.88889,82.222
3.9496,8.826074422,1.4606,0.93128,79.607,3.6667,10,1.3,0.88889,82.222
4.2804,24.59007776,1.7168,1.5169,70.653,4.5556,25.556,1.8333,1.5556,68.889
4.0962,16.65533012,2.2484,1.9205,95.288,4.1111,16.667,2.2333,2,100
4.4215,21.9912202,2.0365,1.5511,87.484,4.5556,21.111,2.1,1.5556,86.667
1.4808,23.37159633,1.7296,1.0827,77.686,1.4444,18.889,1.3,0.88889,91.111
3.8081,16.29548374,1.4956,1.9142,68.215,3.6667,16.667,1.4333,2,60
4.5604,12.18923258,2.201,0.8101,89.929,4.1111,10,1.9667,0.66667,100
3.843,28.85705681,1.9426,1.6307,95.986,3.6667,27.778,1.7,1.5556,100
4.5591,11.44969834,1.773,1.8821,80.859,5,12.222,1.8333,2,82.222
4.2716,22.01430475,1.9579,0.454,90.805,4.1111,21.111,1.9667,0.44444,91.111
4.6422,13.31180986,1.4634,0.79951,94.697,4.5556,14.444,1.5667,0.88889,91.111
4.5137,15.07870019,2.2711,-0.036407,97.645,4.5556,14.444,2.2333,0,100
4.0823,22.17480109,2.0286,1.3603,63.973,4.1111,21.111,2.1,1.3333,60
3.9191,27.08640279,2.1767,1.7935,65.988,4.1111,27.778,2.2333,1.7778,60
4.897,17.49857171,2.4381,1.329,105.77,5,16.667,2.5,1.3333,100
2.2895,27.46808027,2.0346,0.41798,66.035,2.3333,27.778,2.3667,0.44444,64.444
3.1437,14.7040974,2.3064,1.4896,74.652,3.2222,14.444,2.5,1.5556,68.889
2.4772,18.61616869,2.1231,1.0151,96.262,2.3333,16.667,1.8333,0.88889,100
4.0883,9.207551852,2.1967,1.6892,82.639,4.5556,10,2.5,1.7778,82.222
3.7358,30.84120514,2.0788,1.368,75.3,3.6667,30,2.1,1.3333,73.333
5.0035,25.93967364,2.312,-0.0045642,87.505,5,25.556,2.5,0,86.667
3.1187,14.59639469,2.1781,0.54882,69.305,2.7778,12.222,1.8333,0.44444,77.778
2.3826,23.8437654,2.1482,1.1169,97.363,2.3333,23.333,2.1,1.1111,95.556
1.5132,26.0136627,1.9335,0.0043043,96.264,1.4444,25.556,1.8333,0,95.556
4.6703,17.99425846,1.6138,0.5571,88.247,4.1111,14.444,1.4333,0.44444,95.556
0.92962,16.95822966,1.747,0.25311,63.469,1,16.667,1.4333,0.22222,60
1.7317,16.81620588,1.9513,1.4977,71.345,1.8889,16.667,2.2333,1.5556,64.444
2.7291,28.75326326,1.8752,0.41734,65.415,2.7778,30,1.9667,0.44444,64.444
3.4427,22.60830002,2.0341,1.9148,64.187,3.6667,23.333,2.2333,2,60
2.0166,23.66444275,1.8822,0.52125,99.181,1.8889,21.111,1.4333,0.44444,100
2.3191,13.75520551,1.994,0.23084,77.378,2.3333,14.444,1.9667,0.22222,77.778
3.4657,24.04984416,2.0004,1.917,78.59,3.6667,25.556,2.1,2,77.778
2.4338,19.09835481,2.2827,1.9473,84.186,2.3333,18.889,2.3667,2,86.667
3.0229,11.57822886,1.792,0.27186,69.957,2.7778,12.222,1.4333,0.22222,73.333
2.2999,20.21844464,1.9958,0.92009,87.379,2.3333,18.889,1.9667,0.88889,91.111
4.1909,15.69919997,2.2041,0.62141,78.448,4.5556,16.667,2.5,0.66667,77.778
4.4146,22.49357849,1.623,1.0524,77.775,4.5556,23.333,1.7,1.1111,73.333
1.7926,24.53679151,2.1187,1.7931,75.762,1.8889,27.778,2.5,2,64.444
3.8877,25.29356193,1.4996,0.81744,74.581,4.1111,27.778,1.5667,0.88889,68.889
5.434,8.415384357,1.2177,0.072627,102.08,5,10,1.4333,0.22222,95.556
2.7237,16.65298931,1.9499,1.5129,78.461,2.7778,16.667,2.1,1.5556,73.333
3.9416,25.21613552,2.3188,0.88916,99.766,4.1111,25.556,2.3667,0.88889,100
2.7572,15.73492681,1.5075,0.85691,72.734,2.7778,16.667,1.5667,0.88889,73.333
4.901,16.31558953,2.1319,0.011417,59.73,4.5556,16.667,1.7,0,60
4.3723,24.44165051,2.067,0.6559,87.494,4.5556,25.556,2.2333,0.66667,86.667
1.9019,27.7036574,1.902,1.673,67.223,1.8889,30,2.1,1.7778,60
2.0801,27.08876907,1.801,1.0625,90.24,1.8889,21.111,1.3,0.88889,100
4.3994,22.37198746,1.4328,0.85701,69.527,4.5556,23.333,1.4333,0.88889,64.444
4.7861,24.83704619,2.4735,1.4001,101.88,5,23.333,2.5,1.3333,100
4.8367,21.03905921,1.1588,1.4863,81.199,5,21.111,1.3,1.5556,82.222
4.88,18.16995668,1.4138,1.697,86.221,5,18.889,1.4333,1.7778,86.667
4.5007,30.44747162,1.9588,1.6025,87.664,4.5556,30,1.8333,1.5556,91.111
3.4215,22.14765591,2.1161,0.82099,89.211,3.6667,23.333,2.3667,0.88889,86.667
1.087,17.43160366,2.2815,1.8418,93.428,1,16.667,2.2333,1.7778,91.111
1.7727,12.63561692,2.4391,0.90076,76.053,1.4444,10,1.9667,0.66667,86.667
2.7619,26.8901306,1.276,1.7543,64.498,2.7778,27.778,1.3,1.7778,64.444
4.2952,23.77277768,2.2741,1.3422,80.909,4.5556,23.333,2.5,1.3333,77.778
1.9616,16.67703105,2.0365,1.8348,93.475,1.8889,16.667,1.9667,1.7778,95.556
2.0886,9.903056178,1.5124,1.8204,73.396,1.8889,10,1.4333,1.7778,68.889
3.6905,19.77342099,2.4402,1.3562,98.241,3.6667,18.889,2.5,1.3333,95.556
2.8435,12.03106725,1.8481,0.034308,98.943,2.7778,12.222,1.5667,0,100
1.6414,23.37069936,1.8268,0.81339,66.192,1.4444,18.889,1.4333,0.66667,77.778
3.1626,9.304626669,2.4501,0.77701,83.762,3.2222,10,2.3667,0.88889,86.667
5.1515,15.30732341,1.419,1.4267,71.327,5,14.444,1.4333,1.3333,68.889
4.6959,16.64386084,2.0199,1.7266,69.151,5,16.667,2.1,1.7778,64.444
4.7876,12.63579321,2.4726,0.8544,65.825,5,12.222,2.5,0.88889,60
3.2365,11.71228472,1.9646,1.8536,81.152,3.2222,12.222,2.1,2,86.667
1.5853,12.23638495,2.1602,1.9447,80.703,1.4444,12.222,2.2333,2,73.333
2.3771,9.880885733,1.5847,1.0195,69.529,2.3333,10,1.3,0.88889,77.778
1.4311,18.55412809,1.9593,-0.023253,87.248,1.4444,18.889,2.3667,0,86.667
0.98178,12.78010392,1.9319,0.026447,66.328,1,12.222,1.5667,0,68.889
1.9603,27.82567276,1.8895,-0.0022618,59.468,1.8889,27.778,1.4333,0,60
1.8449,19.91803303,1.3335,1.3914,65.464,1.8889,18.889,1.4333,1.3333,64.444
3.7055,29.52537023,1.4098,1.0695,85.173,3.6667,30,1.3,1.1111,86.667
4.5863,27.67393788,2.1401,0.22626,95.518,4.5556,27.778,2.1,0.22222,95.556
2.3013,26.56521542,2.0757,0.87469,99.784,2.3333,25.556,1.9667,0.88889,100
1.3008,17.97215002,1.253,1.6675,70.46,1.4444,16.667,1.3,1.5556,73.333
1.8897,25.80809521,1.6905,-0.0023858,84.393,1.8889,25.556,1.4333,0,86.667
1.8785,18.14611221,2.3289,1.1276,103.27,1.8889,18.889,2.3667,1.1111,100
3.9443,20.7788561,1.8708,1.9088,75.201,4.1111,21.111,1.9667,2,77.778
1.5851,21.3906156,1.9448,0.74885,68.717,1.4444,18.889,1.7,0.66667,77.778
4.054,23.41962218,1.4394,1.7699,72.904,4.1111,23.333,1.4333,1.7778,73.333
3.2957,18.87430791,1.6911,0.58648,61.766,2.7778,14.444,1.3,0.44444,73.333
1.0782,30.13865115,1.8506,0.97363,91.297,1,25.556,1.4333,0.88889,100
0.7893,11.50282349,2.3337,0.0028725,58.194,1,12.222,2.5,0,60
3.9637,8.090438207,1.6065,-0.052596,81.773,4.1111,10,1.5667,0,77.778
5.021,11.62918482,1.7965,1.0969,104.5,5,12.222,1.8333,1.1111,100
2.8107,23.37055789,1.6029,1.0867,64.62,2.7778,23.333,1.7,1.1111,60
1.0613,20.72215426,2.0366,1.8981,83.628,1,21.111,2.1,2,82.222
1.2051,17.91428605,2.0688,0.98647,63.064,1,12.222,1.3,0.66667,77.778
4.2166,8.005685462,1.84,0.11579,92.383,4.1111,10,1.8333,0.22222,91.111
1.9666,27.24524514,1.8573,1.1625,93.424,1.8889,25.556,1.5667,1.1111,95.556
1.9662,22.54330061,2.2758,1.8791,80.346,1.8889,23.333,2.5,2,73.333
3.0828,25.80208736,1.8743,1.0237,70.556,3.2222,27.778,2.1,1.1111,60
3.3957,21.36168166,1.9711,0.80554,73.534,3.6667,23.333,2.2333,0.88889,64.444
2.4556,25.18734827,1.9942,0.76855,91.157,2.7778,30,2.5,0.88889,82.222
1.5234,25.48023727,2.2421,1.6456,84.304,1.4444,27.778,2.5,1.7778,77.778
4.5392,29.82857001,2.2456,0.22963,90.344,4.5556,30,2.3667,0.22222,91.111
3.3144,15.50066403,1.971,0.70189,73.903,3.2222,14.444,1.9667,0.66667,82.222
1.7161,27.85437205,2.338,1.3376,97.257,1.4444,27.778,2.2333,1.3333,100
2.5593,26.70263637,1.6551,0.79675,85.614,2.7778,30,1.8333,0.88889,82.222
3.6692,10.24031474,2.0578,1.629,72.204,3.6667,10,2.1,1.5556,68.889
0.95908,13.17061237,1.8345,0.025343,66.022,1,12.222,1.3,0,73.333
4.1831,30.51726906,1.4479,1.3614,74.807,4.1111,30,1.3,1.3333,77.778
2.18,15.04927406,1.4601,2.0406,82.019,1.8889,14.444,1.3,2,91.111
5.0006,16.84653456,1.8038,0.93567,68.953,5,16.667,1.7,0.88889,60
1.4113,10.76902811,1.6007,-0.0072613,76.353,1.4444,10,1.3,0,91.111
4.1086,19.52371995,2.3583,0.46231,58.38,4.1111,18.889,2.3667,0.44444,60
0.97146,21.26692492,2.0977,1.4511,79.162,1,21.111,2.3667,1.5556,68.889
3.5503,24.73471021,2.1837,1.068,102.12,3.6667,25.556,2.2333,1.1111,100
1.0929,25.12959602,2.19,1.6213,86.681,1,27.778,2.3667,1.7778,82.222
5.4226,10.86109939,1.706,0.84872,69.438,5,10,1.5667,0.66667,73.333
3.2485,22.98052503,1.6067,0.85027,71.666,2.7778,16.667,1.3,0.66667,86.667
2.0514,13.27563003,2.0716,0.48359,58.365,1.8889,12.222,1.8333,0.44444,64.444
3.6879,25.6947651,2.4834,0.65669,100.43,3.6667,25.556,2.5,0.66667,100
4.4965,27.12528892,1.9857,0.67495,95.121,4.5556,27.778,1.9667,0.66667,95.556
1.7007,26.44901187,2.4145,1.5121,93.184,1.4444,27.778,2.5,1.5556,91.111
2.3774,21.58427764,1.6993,1.5389,72.508,2.3333,21.111,1.8333,1.5556,68.889
1.6645,19.6852882,1.9379,0.5329,84.195,1.4444,16.667,1.4333,0.44444,86.667
3.2082,24.91531665,1.8165,1.2848,72.079,3.2222,25.556,1.9667,1.3333,68.889
3.6206,13.83706114,2.1041,0.21478,72.479,3.6667,14.444,2.2333,0.22222,73.333
3.2496,30.55149034,1.5663,0.87503,97.41,3.2222,30,1.3,0.88889,100
4.07,25.46841503,1.7203,0.21574,77.965,4.1111,25.556,1.8333,0.22222,77.778
3.7147,29.02884363,1.7679,2.0244,92.558,3.6667,30,1.4333,2,100
1.036,15.94744826,1.7565,0.95522,71.126,1.4444,18.889,2.2333,1.1111,60
3.1838,15.25684141,1.64,0.82004,66.323,3.2222,16.667,1.7,0.88889,60
2.2476,22.45457644,2.1476,0.62675,84.426,2.3333,23.333,2.5,0.66667,82.222
2.29,22.65358145,1.7222,1.0693,80.777,2.3333,23.333,1.8333,1.1111,77.778
2.7758,18.67999879,2.2088,0.4218,89.232,2.7778,18.889,2.3667,0.44444,91.111
1.1631,21.01582455,2.1114,-0.00041174,90.713,1,21.111,2.1,0,91.111
2.9883,26.25254493,1.4576,1.5995,84.667,2.7778,25.556,1.3,1.5556,91.111
3.1047,11.8169745,1.8082,0.7355,83.736,3.2222,14.444,1.9667,0.88889,82.222
4.5529,25.33250713,1.5897,-0.0038113,81.43,4.5556,25.556,1.7,0,82.222
3.9131,19.63126224,1.8844,0.83828,69.156,4.1111,21.111,1.9667,0.88889,60
4.7038,19.1561204,2.333,1.1143,69.728,5,18.889,2.5,1.1111,64.444
4.7959,18.20640385,1.819,0.48831,86.413,4.5556,16.667,1.8333,0.44444,91.111
1.0018,17.60224005,2.0141,0.21959,95.099,1,16.667,1.4333,0.22222,95.556
2.6726,22.63218944,1.9318,0.19389,85.598,2.7778,23.333,2.2333,0.22222,86.667
2.9828,8.253301106,2.2603,0.091428,88.746,3.2222,10,2.3667,0.22222,82.222
4.6378,8.865177599,1.427,0.17195,86.814,4.1111,10,1.3,0.22222,86.667
1.9092,16.84000873,1.8996,0.035145,73.56,1.8889,16.667,1.9667,0,73.333
4.9951,14.81974316,1.7256,0.46318,67.714,5,14.444,1.8333,0.44444,73.333
3.1695,30.51512057,2.3435,0.18738,61.067,3.2222,30,2.3667,0.22222,60
2.2434,11.28660383,2.296,1.4163,73.569,2.3333,12.222,2.5,1.5556,60
4.289,11.46533163,2.022,0.54935,68.377,3.6667,10,1.7,0.44444,82.222
2.0252,21.33119575,2.0128,1.9842,84.596,1.8889,21.111,1.9667,2,91.111
4.7611,23.07691835,2.4271,1.4485,66.368,5,21.111,2.5,1.3333,60
2.5851,25.58951527,1.9306,0.79955,94.153,2.7778,27.778,2.1,0.88889,91.111
2.4497,13.68938974,1.9787,1.5009,81.043,2.3333,12.222,1.8333,1.3333,86.667
4.0336,21.96480598,2.1454,1.5577,84.061,4.1111,21.111,2.2333,1.5556,82.222
4.8921,19.37733718,1.4785,2.0166,63.897,5,18.889,1.3,2,60
1.4914,15.70990698,2.345,1.8821,88.577,1.4444,16.667,2.5,2,86.667
1.9923,20.164916,1.9687,0.7501,83.601,2.3333,23.333,2.5,0.88889,77.778
4.3058,29.20270242,2.1994,0.4344,77.542,4.5556,30,2.5,0.44444,77.778
0.99191,27.59889824,1.9436,0.86235,95.984,1,27.778,1.9667,0.88889,95.556
1.9527,17.16346087,2.4172,1.5982,94.142,1.8889,16.667,2.5,1.5556,91.111
3.2949,19.56049302,1.6371,1.1279,68.672,3.2222,18.889,1.7,1.1111,64.444
4.0146,29.04341681,1.689,1.5572,68.717,4.1111,30,1.7,1.5556,68.889
0.58308,9.338587205,1.6831,1.2996,76.789,1,10,1.3,1.1111,82.222
2.3663,25.51386264,1.5432,0.21201,69.397,2.3333,25.556,1.5667,0.22222,68.889
1.4284,18.97778539,2.2073,0.42991,96.11,1.4444,18.889,2.1,0.44444,100
3.1046,11.4281055,2.2771,1.4276,82.942,3.2222,12.222,2.5,1.5556,82.222
1.6128,24.44156286,1.7058,0.77227,79.505,1.8889,30,2.2333,0.88889,68.889
3.1457,11.13810969,1.9551,-0.035418,89.089,3.6667,10,2.5,0,86.667
1.8706,13.38014382,1.2438,1.8516,65.938,1.8889,14.444,1.4333,2,60
4.9114,11.15772083,1.5089,0.018624,90.455,5,12.222,1.5667,0,91.111
1.7233,17.40072926,1.9275,0.9709,60.223,1.4444,12.222,1.3,0.66667,77.778
1.523,11.27532291,1.5932,1.8689,72.611,1.4444,12.222,1.7,2,64.444
1.5025,19.54958668,1.6494,0.29217,67.157,1.4444,18.889,1.4333,0.22222,64.444
2.7319,19.95985254,2.0653,0.65972,73.642,2.7778,18.889,2.2333,0.66667,77.778
1.1627,19.60051831,1.7595,0.83521,63.262,1.4444,21.111,2.1,0.88889,60
2.8794,27.65692902,1.5063,2.0228,81.375,2.7778,27.778,1.3,2,91.111
2.4052,22.73912901,1.6978,1.73,81.594,2.3333,23.333,1.7,1.7778,82.222
1.1397,8.765484215,2.1921,1.0798,78.039,1.4444,10,2.1,1.1111,77.778
4.1762,25.31100254,1.7917,0.62178,66.696,4.5556,30,1.8333,0.66667,60
4.5583,27.03803658,1.3843,1.4039,60.64,4.5556,25.556,1.3,1.3333,60
3.1827,20.66121484,1.7676,0.2044,92.145,3.2222,21.111,1.8333,0.22222,91.111
4.3368,16.51117474,2.1877,0.53715,89.396,4.1111,14.444,2.1,0.44444,95.556
2.1221,23.81616234,1.9007,0.95828,78.517,2.3333,27.778,2.3667,1.1111,64.444
1.3769,25.40898132,1.6151,1.6599,67.822,1.4444,27.778,1.7,1.7778,64.444
4.9655,10.13415117,1.8577,0.69947,88.799,4.5556,10,1.8333,0.66667,95.556
4.6798,25.48507828,2.5469,1.8201,102.95,5,25.556,2.5,1.7778,100
1.5784,20.07029699,2.3341,1.6067,94.493,1.4444,18.889,2.3667,1.5556,95.556
5.093,18.80421827,2.0084,0.16267,63.595,5,18.889,1.9667,0.22222,64.444
2.8188,23.02204026,1.9834,0.74089,86.496,3.2222,27.778,2.5,0.88889,77.778
1.6889,20.21105635,1.959,0.8273,80.842,1.8889,21.111,2.2333,0.88889,77.778
3.6435,21.71837677,2.0945,1.3209,66.224,3.6667,21.111,2.2333,1.3333,60
1.7341,21.31093715,1.969,0.86327,85.527,1.8889,21.111,2.1,0.88889,86.667
4.3621,24.18640449,2.172,0.83571,85.252,5,27.778,2.5,0.88889,77.778
4.6214,24.41550142,1.9099,1.9784,66.041,5,25.556,1.8333,2,60
3.9899,13.39271687,2.2124,0.63809,60.33,4.1111,14.444,2.2333,0.66667,60
1.8944,29.40209063,1.9519,0.43927,84.268,1.8889,30,2.1,0.44444,82.222
3.3039,7.943830402,1.5289,0.094386,98.796,3.2222,10,1.3,0,95.556
3.3169,11.18318249,1.5042,0.85518,74.583,3.2222,12.222,1.4333,0.88889,77.778
3.8142,10.69410541,1.8209,0.34084,98.992,3.2222,10,1.3,0.22222,100
4.1813,27.56963632,1.7346,-0.010729,94.443,4.1111,27.778,1.7,0,95.556
3.7195,17.14196383,2.1263,0.45619,76.313,3.6667,16.667,2.2333,0.44444,82.222
4.884,25.94250654,1.5253,0.24941,79.062,5,25.556,1.5667,0.22222,77.778
4.0089,29.1380409,1.596,1.5586,67.746,4.1111,30,1.5667,1.5556,68.889
4.3509,11.71443289,2.0828,0.56048,87.48,3.6667,10,1.7,0.44444,95.556
3.8327,27.17661761,1.3312,1.9178,66.373,4.1111,30,1.3,2,68.889
2.5263,21.66797675,1.3724,1.7266,81.28,2.3333,18.889,1.3,1.5556,86.667
0.83266,11.82429228,2.1898,0.80087,88.382,1,12.222,2.3667,0.88889,86.667
2.3358,15.73257979,2.1502,0.44083,61.454,2.3333,16.667,2.2333,0.44444,64.444
1.1208,20.60087971,2.3149,1.8687,89.638,1,21.111,2.5,2,86.667
2.4012,19.66692358,1.9244,0.72976,71.641,2.7778,23.333,2.5,0.88889,60
2.54,26.30754333,1.888,0.78288,95.381,2.7778,30,2.1,0.88889,91.111
